feature_set_name,hidden_sizes,dropout,lr,weight_decay,optimizer,scheduler,batch_size,activation,loss_name,use_batchnorm,seed,block,run_id
no_crime_no_safety_geo_macro_density,"(512, 256)",0.1,0.001,0.001,adam,cosine,128,gelu,mse,True,42,block1_no_crime_no_safety,181
no_crime_no_safety_geo_macro_density,"(128, 128)",0.2,0.0003,0.0001,adamw,plateau,128,relu,smooth_l1,False,52,block1_no_crime_no_safety,182
no_crime_no_safety_all_remaining,"(256, 128, 64)",0.2,0.001,0.0005,adamw,cosine,64,gelu,smooth_l1,False,52,block1_no_crime_no_safety,183
no_crime_no_safety_geo_macro_only,"(256, 128, 64)",0.35,0.0005,0.0001,adamw,cosine,64,relu,mse,True,52,block1_no_crime_no_safety,184
no_crime_no_safety_geo_macro_only,"(512, 256)",0.2,0.0007,0.001,adamw,cosine,64,relu,smooth_l1,True,52,block1_no_crime_no_safety,185
no_crime_no_safety_geo_macro_density,"(128, 128, 64)",0.2,0.0003,0.002,adamw,cosine,128,gelu,mse,True,42,block1_no_crime_no_safety,186
no_crime_no_safety_geo_density_only,"(256, 128, 64)",0.2,0.0007,0.0005,adam,cosine,64,gelu,smooth_l1,True,52,block1_no_crime_no_safety,187
no_crime_no_safety_all_remaining,"(256, 256)",0.1,0.0005,0.002,adam,plateau,64,relu,smooth_l1,False,52,block1_no_crime_no_safety,188
no_crime_no_safety_geo_macro_only,"(512, 256)",0.35,0.0007,0.001,adamw,plateau,256,relu,mse,True,42,block1_no_crime_no_safety,189
no_crime_no_safety_geo_macro_density,"(128, 128)",0.2,0.001,0.002,adam,plateau,64,gelu,smooth_l1,False,52,block1_no_crime_no_safety,190
no_crime_no_safety_geo_macro_density,"(128, 128)",0.1,0.0005,0.002,adamw,plateau,256,relu,smooth_l1,True,42,block1_no_crime_no_safety,191
no_crime_no_safety_geo_density_only,"(128, 128, 64)",0.2,0.001,0.002,adamw,cosine,128,gelu,mse,True,52,block1_no_crime_no_safety,192
no_crime_no_safety_geo_density_only,"(128, 128)",0.2,0.0005,0.002,adamw,plateau,256,gelu,mse,False,52,block1_no_crime_no_safety,193
no_crime_no_safety_all_remaining,"(512, 256)",0.1,0.0005,0.0005,adamw,cosine,128,relu,smooth_l1,False,52,block1_no_crime_no_safety,194
no_crime_no_safety_geo_macro_density,"(256, 128, 64)",0.3,0.001,0.001,adamw,cosine,64,relu,mse,False,52,block1_no_crime_no_safety,195
no_crime_no_safety_all_remaining,"(128, 128)",0.35,0.001,0.0001,adam,cosine,64,relu,smooth_l1,True,42,block1_no_crime_no_safety,196
no_crime_no_safety_geo_density_only,"(256, 256)",0.2,0.0003,0.0001,adam,cosine,128,relu,mse,False,52,block1_no_crime_no_safety,197
no_crime_no_safety_all_remaining,"(512, 256)",0.2,0.0003,0.001,adam,plateau,256,gelu,mse,False,52,block1_no_crime_no_safety,198
no_crime_no_safety_all_remaining,"(128, 128, 64)",0.35,0.0005,0.001,adamw,plateau,256,gelu,mse,False,52,block1_no_crime_no_safety,199
no_crime_no_safety_geo_macro_only,"(256, 128, 64)",0.3,0.0005,0.001,adam,plateau,256,relu,smooth_l1,False,42,block1_no_crime_no_safety,200
no_crime_no_safety_geo_macro_only,"(256, 256)",0.3,0.0007,0.0005,adam,cosine,128,gelu,mse,False,42,block1_no_crime_no_safety,201
no_crime_no_safety_geo_density_only,"(256, 128, 64)",0.35,0.001,0.001,adamw,plateau,256,relu,smooth_l1,False,42,block1_no_crime_no_safety,202
no_crime_no_safety_all_remaining,"(128, 128)",0.1,0.0007,0.0001,adamw,cosine,128,gelu,smooth_l1,True,42,block1_no_crime_no_safety,203
no_crime_no_safety_geo_macro_only,"(512, 256)",0.35,0.0003,0.0005,adam,cosine,256,gelu,smooth_l1,False,42,block1_no_crime_no_safety,204
no_crime_no_safety_geo_density_only,"(512, 256)",0.25,0.0003,0.0001,adamw,cosine,64,relu,smooth_l1,True,42,block1_no_crime_no_safety,205
no_crime_no_safety_geo_density_only,"(512, 256)",0.1,0.0003,0.001,adamw,plateau,128,gelu,mse,False,42,block1_no_crime_no_safety,206
no_crime_no_safety_geo_density_only,"(128, 128)",0.25,0.001,0.0005,adam,cosine,256,relu,mse,True,42,block1_no_crime_no_safety,207
no_crime_no_safety_geo_macro_density,"(512, 256)",0.2,0.001,0.0005,adamw,plateau,64,relu,mse,True,52,block1_no_crime_no_safety,208
no_crime_no_safety_geo_macro_only,"(256, 256)",0.3,0.0005,0.0001,adam,cosine,64,relu,mse,False,42,block1_no_crime_no_safety,209
no_crime_no_safety_geo_macro_only,"(128, 128, 64)",0.35,0.001,0.0005,adam,cosine,128,gelu,mse,False,52,block1_no_crime_no_safety,210
no_crime_no_safety_geo_macro_only,"(256, 256)",0.25,0.0007,0.0001,adamw,plateau,128,relu,mse,False,52,block1_no_crime_no_safety,211
no_crime_no_safety_geo_macro_only,"(128, 128, 64)",0.35,0.0005,0.001,adam,plateau,64,relu,smooth_l1,True,52,block1_no_crime_no_safety,212
no_crime_no_safety_geo_macro_only,"(512, 256)",0.3,0.001,0.0001,adam,cosine,64,relu,mse,True,42,block1_no_crime_no_safety,213
no_crime_no_safety_all_remaining,"(256, 256)",0.25,0.0003,0.0001,adamw,plateau,256,gelu,smooth_l1,False,52,block1_no_crime_no_safety,214
no_crime_no_safety_geo_density_only,"(256, 256)",0.1,0.0005,0.002,adamw,plateau,128,relu,smooth_l1,True,42,block1_no_crime_no_safety,215
no_crime_no_safety_geo_density_only,"(256, 128, 64)",0.2,0.0003,0.002,adamw,cosine,256,gelu,smooth_l1,False,42,block1_no_crime_no_safety,216
no_crime_no_safety_all_remaining,"(128, 128)",0.3,0.0007,0.0001,adam,cosine,256,relu,smooth_l1,False,42,block1_no_crime_no_safety,217
no_crime_no_safety_all_remaining,"(128, 128)",0.2,0.0003,0.0001,adamw,plateau,64,gelu,smooth_l1,False,52,block1_no_crime_no_safety,218
no_crime_no_safety_geo_macro_only,"(128, 128, 64)",0.25,0.0003,0.0005,adamw,plateau,64,gelu,smooth_l1,False,52,block1_no_crime_no_safety,219
no_crime_no_safety_geo_macro_density,"(512, 256)",0.2,0.001,0.001,adam,plateau,256,relu,mse,True,42,block1_no_crime_no_safety,220
no_crime_no_safety_geo_macro_only,"(128, 128)",0.2,0.0007,0.0005,adamw,cosine,64,gelu,mse,True,52,block1_no_crime_no_safety,221
no_crime_no_safety_geo_macro_density,"(512, 256)",0.3,0.0005,0.001,adamw,cosine,256,relu,smooth_l1,False,42,block1_no_crime_no_safety,222
no_crime_no_safety_geo_density_only,"(256, 128, 64)",0.35,0.0007,0.0005,adamw,plateau,128,gelu,mse,True,42,block1_no_crime_no_safety,223
no_crime_no_safety_geo_density_only,"(512, 256)",0.1,0.001,0.0005,adamw,cosine,128,relu,smooth_l1,False,42,block1_no_crime_no_safety,224
no_crime_no_safety_all_remaining,"(256, 256)",0.35,0.0003,0.0001,adam,plateau,256,gelu,mse,False,52,block1_no_crime_no_safety,225
no_crime_no_safety_geo_macro_only,"(256, 128, 64)",0.35,0.001,0.001,adam,plateau,64,gelu,smooth_l1,True,42,block1_no_crime_no_safety,226
no_crime_no_safety_geo_macro_only,"(512, 256)",0.1,0.0007,0.002,adamw,cosine,64,gelu,smooth_l1,False,52,block1_no_crime_no_safety,227
no_crime_no_safety_geo_macro_only,"(128, 128)",0.2,0.001,0.0001,adamw,cosine,256,relu,mse,True,42,block1_no_crime_no_safety,228
no_crime_no_safety_geo_macro_only,"(512, 256)",0.2,0.0007,0.001,adam,plateau,256,relu,smooth_l1,True,42,block1_no_crime_no_safety,229
no_crime_no_safety_all_remaining,"(128, 128)",0.25,0.001,0.002,adam,plateau,64,gelu,mse,False,42,block1_no_crime_no_safety,230
no_crime_no_safety_all_remaining,"(512, 256)",0.2,0.0003,0.002,adamw,plateau,256,relu,smooth_l1,True,52,block1_no_crime_no_safety,231
no_crime_no_safety_geo_macro_only,"(128, 128)",0.2,0.001,0.002,adam,plateau,256,gelu,mse,False,42,block1_no_crime_no_safety,232
no_crime_no_safety_geo_macro_only,"(512, 256)",0.1,0.0007,0.002,adamw,plateau,256,relu,smooth_l1,True,42,block1_no_crime_no_safety,233
no_crime_no_safety_all_remaining,"(128, 128)",0.1,0.0005,0.0001,adamw,plateau,128,relu,mse,True,42,block1_no_crime_no_safety,234
no_crime_no_safety_all_remaining,"(128, 128, 64)",0.2,0.0007,0.002,adam,cosine,64,relu,mse,False,52,block1_no_crime_no_safety,235
no_crime_no_safety_geo_macro_only,"(256, 256)",0.1,0.0007,0.0005,adam,cosine,256,relu,mse,True,42,block1_no_crime_no_safety,236
no_crime_no_safety_all_remaining,"(512, 256)",0.2,0.0005,0.0005,adamw,plateau,64,relu,smooth_l1,True,52,block1_no_crime_no_safety,237
no_crime_no_safety_all_remaining,"(256, 256)",0.25,0.0005,0.001,adamw,plateau,64,gelu,mse,False,42,block1_no_crime_no_safety,238
no_crime_no_safety_geo_macro_only,"(128, 128, 64)",0.2,0.001,0.001,adam,cosine,64,relu,smooth_l1,False,42,block1_no_crime_no_safety,239
no_crime_no_safety_geo_macro_only,"(128, 128)",0.25,0.0003,0.001,adamw,cosine,128,relu,mse,True,52,block1_no_crime_no_safety,240
no_crime_no_safety_geo_macro_density,"(128, 128, 64)",0.3,0.0005,0.0001,adam,plateau,64,gelu,smooth_l1,False,52,block1_no_crime_no_safety,241
no_crime_no_safety_geo_macro_density,"(128, 128, 64)",0.35,0.0007,0.0001,adamw,cosine,128,gelu,mse,True,52,block1_no_crime_no_safety,242
no_crime_no_safety_geo_macro_only,"(256, 256)",0.1,0.0003,0.0005,adamw,cosine,64,gelu,smooth_l1,False,52,block1_no_crime_no_safety,243
no_crime_no_safety_geo_macro_only,"(256, 256)",0.25,0.0003,0.001,adamw,cosine,256,gelu,smooth_l1,False,52,block1_no_crime_no_safety,244
no_crime_no_safety_geo_density_only,"(256, 256)",0.35,0.0003,0.0005,adam,cosine,128,gelu,smooth_l1,False,42,block1_no_crime_no_safety,245
no_crime_no_safety_geo_density_only,"(128, 128, 64)",0.2,0.0003,0.001,adamw,cosine,128,relu,mse,True,42,block1_no_crime_no_safety,246
no_crime_no_safety_geo_density_only,"(128, 128, 64)",0.3,0.0005,0.001,adam,cosine,256,relu,smooth_l1,True,42,block1_no_crime_no_safety,247
no_crime_no_safety_geo_density_only,"(128, 128)",0.25,0.0003,0.0005,adamw,plateau,256,relu,mse,False,42,block1_no_crime_no_safety,248
no_crime_no_safety_geo_density_only,"(128, 128)",0.25,0.0003,0.0005,adam,cosine,256,gelu,smooth_l1,False,42,block1_no_crime_no_safety,249
no_crime_no_safety_geo_macro_only,"(128, 128)",0.1,0.0005,0.0005,adam,plateau,128,relu,smooth_l1,True,52,block1_no_crime_no_safety,250
no_crime_no_safety_geo_density_only,"(256, 256)",0.25,0.001,0.001,adam,cosine,128,gelu,mse,False,42,block1_no_crime_no_safety,251
no_crime_no_safety_all_remaining,"(512, 256)",0.3,0.0007,0.0001,adam,cosine,256,relu,smooth_l1,False,52,block1_no_crime_no_safety,252
no_crime_no_safety_geo_macro_density,"(128, 128)",0.1,0.0003,0.002,adamw,cosine,64,relu,mse,True,52,block1_no_crime_no_safety,253
no_crime_no_safety_geo_density_only,"(256, 256)",0.25,0.0007,0.001,adam,plateau,64,relu,mse,True,52,block1_no_crime_no_safety,254
no_crime_no_safety_all_remaining,"(256, 128, 64)",0.2,0.001,0.0005,adamw,plateau,256,relu,smooth_l1,True,52,block1_no_crime_no_safety,255
no_crime_no_safety_geo_macro_density,"(128, 128)",0.25,0.0007,0.001,adamw,cosine,128,relu,mse,True,42,block1_no_crime_no_safety,256
no_crime_no_safety_geo_macro_only,"(512, 256)",0.2,0.0007,0.002,adam,cosine,256,gelu,smooth_l1,False,42,block1_no_crime_no_safety,257
no_crime_no_safety_all_remaining,"(128, 128)",0.25,0.0005,0.002,adam,plateau,64,relu,mse,True,42,block1_no_crime_no_safety,258
no_crime_no_safety_all_remaining,"(256, 256)",0.1,0.0003,0.002,adamw,plateau,64,gelu,smooth_l1,False,42,block1_no_crime_no_safety,259
no_crime_no_safety_geo_macro_only,"(512, 256)",0.3,0.0007,0.0001,adam,cosine,64,relu,mse,True,52,block1_no_crime_no_safety,260
no_crime_no_safety_geo_macro_only,"(128, 128, 64)",0.2,0.0007,0.001,adamw,cosine,64,gelu,smooth_l1,True,52,block1_no_crime_no_safety,261
no_crime_no_safety_all_remaining,"(256, 128, 64)",0.2,0.0003,0.0005,adamw,plateau,128,gelu,mse,True,52,block1_no_crime_no_safety,262
no_crime_no_safety_geo_macro_density,"(128, 128)",0.1,0.0003,0.0001,adamw,plateau,256,gelu,mse,False,42,block1_no_crime_no_safety,263
no_crime_no_safety_geo_macro_only,"(512, 256)",0.35,0.0007,0.001,adam,cosine,128,relu,smooth_l1,False,42,block1_no_crime_no_safety,264
no_crime_no_safety_all_remaining,"(256, 256)",0.1,0.001,0.0005,adam,cosine,64,relu,smooth_l1,False,52,block1_no_crime_no_safety,265
no_crime_no_safety_geo_density_only,"(128, 128, 64)",0.2,0.0005,0.001,adam,cosine,64,relu,mse,True,42,block1_no_crime_no_safety,266
no_crime_no_safety_geo_macro_density,"(256, 256)",0.25,0.0005,0.002,adamw,plateau,256,relu,smooth_l1,False,52,block1_no_crime_no_safety,267
no_crime_no_safety_geo_density_only,"(512, 256)",0.2,0.0007,0.001,adam,cosine,64,relu,mse,True,42,block1_no_crime_no_safety,268
no_crime_no_safety_geo_density_only,"(128, 128)",0.2,0.0007,0.001,adam,cosine,256,relu,mse,True,42,block1_no_crime_no_safety,269
no_crime_no_safety_all_remaining,"(128, 128, 64)",0.2,0.0007,0.0001,adamw,plateau,64,gelu,smooth_l1,False,42,block1_no_crime_no_safety,270
no_crime_no_safety_geo_density_only,"(512, 256)",0.35,0.0003,0.0001,adam,plateau,64,relu,mse,False,42,block1_no_crime_no_safety,271
no_crime_no_safety_geo_macro_only,"(256, 256)",0.1,0.0005,0.0005,adamw,plateau,64,gelu,smooth_l1,False,42,block1_no_crime_no_safety,272
no_crime_no_safety_geo_macro_density,"(128, 128)",0.3,0.0005,0.0001,adamw,plateau,256,relu,mse,False,52,block1_no_crime_no_safety,273
no_crime_no_safety_geo_macro_density,"(128, 128)",0.2,0.0007,0.0001,adamw,cosine,64,gelu,smooth_l1,False,52,block1_no_crime_no_safety,274
no_crime_no_safety_geo_macro_density,"(128, 128, 64)",0.25,0.0005,0.0001,adam,plateau,64,gelu,smooth_l1,False,52,block1_no_crime_no_safety,275
no_crime_no_safety_geo_macro_only,"(512, 256)",0.1,0.0003,0.001,adamw,plateau,256,relu,smooth_l1,False,42,block1_no_crime_no_safety,276
no_crime_no_safety_geo_density_only,"(128, 128, 64)",0.35,0.0005,0.0001,adam,plateau,256,relu,smooth_l1,True,42,block1_no_crime_no_safety,277
no_crime_no_safety_geo_density_only,"(256, 256)",0.25,0.0003,0.0005,adamw,plateau,64,gelu,smooth_l1,True,52,block1_no_crime_no_safety,278
no_crime_no_safety_geo_macro_density,"(256, 256)",0.1,0.001,0.001,adamw,plateau,128,gelu,smooth_l1,False,52,block1_no_crime_no_safety,279
no_crime_no_safety_all_remaining,"(128, 128, 64)",0.25,0.0007,0.002,adam,plateau,128,relu,smooth_l1,True,52,block1_no_crime_no_safety,280
no_crime_no_safety_geo_macro_only,"(256, 128, 64)",0.25,0.0007,0.001,adamw,cosine,64,relu,smooth_l1,True,42,block1_no_crime_no_safety,281
no_crime_no_safety_geo_macro_only,"(128, 128, 64)",0.2,0.0005,0.0005,adamw,plateau,128,gelu,mse,False,52,block1_no_crime_no_safety,282
no_crime_no_safety_geo_macro_density,"(256, 256)",0.35,0.0003,0.0005,adamw,plateau,256,gelu,smooth_l1,False,52,block1_no_crime_no_safety,283
no_crime_no_safety_all_remaining,"(128, 128, 64)",0.3,0.0005,0.0001,adam,cosine,64,relu,smooth_l1,True,52,block1_no_crime_no_safety,284
no_crime_no_safety_geo_macro_density,"(512, 256)",0.1,0.0005,0.002,adam,plateau,64,relu,mse,False,42,block1_no_crime_no_safety,285
no_crime_no_safety_geo_macro_only,"(512, 256)",0.35,0.0007,0.001,adamw,plateau,128,gelu,smooth_l1,True,52,block1_no_crime_no_safety,286
no_crime_no_safety_geo_macro_density,"(128, 128)",0.1,0.0007,0.001,adamw,cosine,256,relu,smooth_l1,False,52,block1_no_crime_no_safety,287
no_crime_no_safety_geo_density_only,"(128, 128, 64)",0.35,0.0007,0.001,adam,cosine,128,gelu,smooth_l1,False,42,block1_no_crime_no_safety,288
no_crime_no_safety_all_remaining,"(512, 256)",0.2,0.0007,0.0005,adamw,plateau,256,relu,mse,False,42,block1_no_crime_no_safety,289
no_crime_no_safety_geo_density_only,"(256, 128, 64)",0.35,0.0007,0.0001,adam,plateau,64,gelu,mse,True,42,block1_no_crime_no_safety,290
no_crime_no_safety_all_remaining,"(128, 128, 64)",0.35,0.0003,0.0001,adam,plateau,64,gelu,smooth_l1,True,42,block1_no_crime_no_safety,291
no_crime_no_safety_geo_macro_density,"(128, 128)",0.2,0.001,0.002,adam,cosine,256,relu,smooth_l1,True,42,block1_no_crime_no_safety,292
no_crime_no_safety_geo_density_only,"(256, 256)",0.35,0.0005,0.001,adam,cosine,256,relu,mse,True,52,block1_no_crime_no_safety,293
no_crime_no_safety_all_remaining,"(256, 256)",0.2,0.001,0.002,adam,cosine,64,relu,mse,True,42,block1_no_crime_no_safety,294
no_crime_no_safety_geo_macro_density,"(128, 128)",0.1,0.0007,0.002,adam,plateau,64,gelu,smooth_l1,True,52,block1_no_crime_no_safety,295
no_crime_no_safety_all_remaining,"(128, 128, 64)",0.25,0.0003,0.0001,adam,plateau,64,relu,smooth_l1,False,42,block1_no_crime_no_safety,296
no_crime_no_safety_geo_density_only,"(128, 128)",0.2,0.0007,0.0005,adamw,plateau,64,relu,mse,True,52,block1_no_crime_no_safety,297
no_crime_no_safety_all_remaining,"(256, 128, 64)",0.35,0.0003,0.0001,adam,cosine,64,relu,mse,True,52,block1_no_crime_no_safety,298
no_crime_no_safety_geo_macro_only,"(128, 128)",0.2,0.0003,0.002,adam,cosine,64,relu,mse,False,42,block1_no_crime_no_safety,299
no_crime_no_safety_geo_macro_only,"(256, 128, 64)",0.3,0.0003,0.0005,adam,plateau,256,relu,smooth_l1,True,52,block1_no_crime_no_safety,300
no_crime_no_safety_geo_macro_only,"(256, 256)",0.25,0.0005,0.0005,adam,cosine,128,gelu,mse,True,42,block1_no_crime_no_safety,301
no_crime_no_safety_geo_macro_only,"(128, 128)",0.25,0.0005,0.001,adam,cosine,64,relu,mse,False,52,block1_no_crime_no_safety,302
no_crime_no_safety_geo_macro_only,"(256, 256)",0.35,0.0005,0.0005,adam,plateau,64,relu,smooth_l1,False,52,block1_no_crime_no_safety,303
no_crime_no_safety_all_remaining,"(512, 256)",0.25,0.0003,0.0001,adam,cosine,256,relu,smooth_l1,True,42,block1_no_crime_no_safety,304
no_crime_no_safety_geo_density_only,"(256, 256)",0.1,0.0003,0.0005,adamw,cosine,128,relu,smooth_l1,False,52,block1_no_crime_no_safety,305
no_crime_no_safety_all_remaining,"(256, 128, 64)",0.25,0.0003,0.001,adam,plateau,64,relu,mse,False,52,block1_no_crime_no_safety,306
no_crime_no_safety_geo_macro_only,"(128, 128, 64)",0.2,0.001,0.002,adam,plateau,64,relu,smooth_l1,False,52,block1_no_crime_no_safety,307
no_crime_no_safety_all_remaining,"(512, 256)",0.25,0.0007,0.0001,adamw,cosine,128,relu,smooth_l1,True,52,block1_no_crime_no_safety,308
no_crime_no_safety_all_remaining,"(256, 128, 64)",0.25,0.0003,0.0005,adam,cosine,128,gelu,smooth_l1,True,42,block1_no_crime_no_safety,309
no_crime_no_safety_all_remaining,"(256, 128, 64)",0.2,0.0005,0.001,adamw,plateau,256,relu,smooth_l1,False,52,block1_no_crime_no_safety,310
no_crime_no_safety_geo_density_only,"(256, 128, 64)",0.3,0.0003,0.0001,adamw,plateau,256,gelu,mse,False,52,block1_no_crime_no_safety,311
no_crime_no_safety_geo_macro_only,"(128, 128)",0.25,0.0005,0.0005,adamw,plateau,64,relu,mse,False,42,block1_no_crime_no_safety,312
no_crime_no_safety_geo_macro_density,"(128, 128)",0.2,0.001,0.001,adamw,cosine,128,relu,smooth_l1,True,42,block1_no_crime_no_safety,313
no_crime_no_safety_geo_density_only,"(512, 256)",0.25,0.0007,0.0005,adam,cosine,64,gelu,mse,False,52,block1_no_crime_no_safety,314
no_crime_no_safety_geo_density_only,"(256, 128, 64)",0.3,0.0007,0.0001,adamw,plateau,64,gelu,mse,True,42,block1_no_crime_no_safety,315
no_crime_no_safety_geo_macro_density,"(512, 256)",0.25,0.001,0.0001,adamw,cosine,128,relu,smooth_l1,True,52,block1_no_crime_no_safety,316
no_crime_no_safety_geo_density_only,"(256, 256)",0.25,0.0005,0.001,adamw,plateau,128,relu,mse,True,52,block1_no_crime_no_safety,317
no_crime_no_safety_all_remaining,"(256, 256)",0.25,0.0007,0.001,adam,plateau,64,relu,mse,True,52,block1_no_crime_no_safety,318
no_crime_no_safety_geo_macro_density,"(256, 256)",0.35,0.001,0.001,adam,plateau,256,relu,smooth_l1,False,42,block1_no_crime_no_safety,319
no_crime_no_safety_geo_macro_density,"(256, 256)",0.2,0.0003,0.0005,adamw,cosine,128,relu,smooth_l1,True,52,block1_no_crime_no_safety,320
no_crime_no_safety_geo_density_only,"(128, 128, 64)",0.35,0.001,0.0005,adamw,plateau,128,relu,mse,True,42,block1_no_crime_no_safety,321
no_crime_no_safety_geo_macro_density,"(256, 128, 64)",0.25,0.001,0.0001,adam,cosine,128,relu,smooth_l1,True,52,block1_no_crime_no_safety,322
no_crime_no_safety_geo_macro_density,"(512, 256)",0.35,0.001,0.001,adam,plateau,64,gelu,smooth_l1,True,52,block1_no_crime_no_safety,323
no_crime_no_safety_geo_density_only,"(128, 128, 64)",0.35,0.0003,0.0005,adamw,plateau,256,relu,smooth_l1,False,42,block1_no_crime_no_safety,324
no_crime_no_safety_geo_macro_density,"(256, 256)",0.3,0.0007,0.0001,adam,plateau,128,relu,smooth_l1,False,42,block1_no_crime_no_safety,325
no_crime_no_safety_all_remaining,"(128, 128)",0.35,0.0003,0.0005,adamw,plateau,256,gelu,mse,False,42,block1_no_crime_no_safety,326
no_crime_no_safety_geo_macro_only,"(128, 128)",0.25,0.0005,0.0001,adam,cosine,64,relu,mse,True,42,block1_no_crime_no_safety,327
no_crime_no_safety_geo_macro_density,"(128, 128)",0.3,0.0003,0.0005,adam,cosine,64,gelu,mse,True,42,block1_no_crime_no_safety,328
no_crime_no_safety_geo_macro_density,"(256, 256)",0.1,0.001,0.0001,adamw,cosine,128,gelu,mse,False,42,block1_no_crime_no_safety,329
no_crime_no_safety_geo_macro_only,"(256, 256)",0.35,0.0003,0.0001,adamw,cosine,128,gelu,smooth_l1,False,52,block1_no_crime_no_safety,330
no_crime_no_safety_geo_macro_density,"(256, 256)",0.3,0.0007,0.0001,adamw,plateau,64,gelu,mse,False,52,block1_no_crime_no_safety,331
no_crime_no_safety_geo_density_only,"(256, 128, 64)",0.3,0.0007,0.0005,adamw,plateau,64,gelu,mse,False,52,block1_no_crime_no_safety,332
no_crime_no_safety_geo_macro_density,"(128, 128, 64)",0.35,0.0003,0.001,adamw,cosine,64,gelu,mse,True,52,block1_no_crime_no_safety,333
no_crime_no_safety_geo_density_only,"(128, 128)",0.1,0.001,0.0005,adam,plateau,256,relu,smooth_l1,False,52,block1_no_crime_no_safety,334
no_crime_no_safety_all_remaining,"(128, 128, 64)",0.3,0.0005,0.0001,adam,plateau,64,relu,mse,False,52,block1_no_crime_no_safety,335
