city,lat,lon,country,population,country_norm,city_norm
Davao,7.07,125.6,Philippines,1910167.0,philippines,davao
Songjiang,31.0058,121.2333,China,1909713.0,china,songjiang
Yinchuan,38.485,106.225,China,1901793.0,china,yinchuan
Abhepur,39.41,116.38,India,1895686.0,india,abhepur
Thāne,19.1972,72.9722,India,1886941.0,india,thāne
Multan,30.1978,71.4697,Pakistan,1871843.0,pakistan,multan
Port Harcourt,4.8242,7.0336,Nigeria,1865000.0,nigeria,port harcourt
Fushun,41.881,123.957,China,1861372.0,china,fushun
Tainan,22.9833,120.1833,Taiwan,1856642.0,taiwan,tainan
Pingliang,35.5424,106.6649,China,1848607.0,china,pingliang
Siping,43.1668,124.3506,China,1814733.0,china,siping
San Juan,18.3985,-66.061,Puerto Rico,1809800.0,puerto rico,san juan
Pingxiang,27.659,113.887,China,1804805.0,china,pingxiang
Bhopāl,23.2599,77.4126,India,1798218.0,india,bhopāl
Mosul,36.3667,43.1167,Iraq,1792000.0,iraq,mosul
Diyarbakır,37.91,40.24,Turkey,1791373.0,turkey,diyarbakır
Lubumbashi,-11.6647,27.4794,Congo (Kinshasa),1786397.0,congo (kinshasa),lubumbashi
Benin City,6.3333,5.6222,Nigeria,1780000.0,nigeria,benin city
Curitiba,-25.4297,-49.2719,Brazil,1773718.0,brazil,curitiba
San Jose,37.3012,-121.848,United States,1771563.0,united states,san jose
Shuyangzha,34.1299,118.7734,China,1770000.0,china,shuyangzha
Adana,37.0,35.3213,Turkey,1765981.0,turkey,adana
Quito,-0.22,-78.5125,Ecuador,1763275.0,ecuador,quito
Āgra,27.18,78.02,India,1760285.0,india,āgra
Peyanvilai,8.9,77.9833,India,1750176.0,india,peyanvilai
Lusaka,-15.4167,28.2833,Zambia,1747152.0,zambia,lusaka
Indianapolis,39.7771,-86.1458,United States,1740984.0,united states,indianapolis
Hyderabad City,25.3792,68.3683,Pakistan,1732693.0,pakistan,hyderabad city
Pimpri-Chinchwad,18.6186,73.8037,India,1729320.0,india,pimpri-chinchwad
Maracay,10.2469,-67.5961,Venezuela,1723236.0,venezuela,maracay
Masqaţ,23.614,58.5911,Oman,1720000.0,oman,masqaţ
Montevideo,-34.9056,-56.1842,Uruguay,1719453.0,uruguay,montevideo
Pittsburgh,40.4397,-79.9763,United States,1712828.0,united states,pittsburgh
Cincinnati,39.1413,-84.506,United States,1704916.0,united states,cincinnati
Manhattan,40.7834,-73.9662,United States,1694263.0,united states,manhattan
Kansas City,39.1238,-94.5541,United States,1686807.0,united states,kansas city
Budapest,47.4983,19.0408,Hungary,1686222.0,hungary,budapest
Patna,25.594,85.1376,India,1684222.0,india,patna
Kampala,0.3136,32.5811,Uganda,1680600.0,uganda,kampala
Beihai,21.481,109.12,China,1680000.0,china,beihai
Sanzhou,30.82,108.4,China,1680000.0,china,sanzhou
Cleveland,41.4764,-81.6805,United States,1679247.0,united states,cleveland
Conakry,9.5092,-13.7122,Guinea,1667864.0,guinea,conakry
Ximeicun,24.9612,118.3849,China,1663542.0,china,ximeicun
Caloocan City,14.65,120.97,Philippines,1661584.0,philippines,caloocan city
Ecatepec,19.6097,-99.06,Mexico,1655015.0,mexico,ecatepec
Yushan,31.322,120.985,China,1652159.0,china,yushan
Fuxin,42.022,121.67,China,1647280.0,china,fuxin
Novosibirsk,55.05,82.95,Russia,1633851.0,russia,novosibirsk
Bilāspur,22.09,82.15,India,1625502.0,india,bilāspur
Semarang,-6.99,110.4225,Indonesia,1621384.0,indonesia,semarang
Jingdezhen,29.2917,117.1986,China,1618979.0,china,jingdezhen
Ludhiāna,30.91,75.85,India,1618879.0,india,ludhiāna
Liaoyang,41.279,123.176,China,1604580.0,china,liaoyang
Jiangyin,31.839,120.295,China,1595138.0,china,jiangyin
Valencia,39.47,-0.3764,Spain,1595000.0,spain,valencia
Shuozhou,39.3317,112.4329,China,1593444.0,china,shuozhou
León de los Aldama,21.1167,-101.6833,Mexico,1579803.0,mexico,león de los aldama
Columbus,39.9862,-82.9855,United States,1578153.0,united states,columbus
Puebla,19.0333,-98.1833,Mexico,1576259.0,mexico,puebla
Biên Hòa,10.95,106.8167,Vietnam,1575000.0,vietnam,biên hòa
Chengtangcun,35.0833,117.15,China,1574648.0,china,chengtangcun
Yopougon,5.3748,-4.0867,Côte d’Ivoire,1571065.0,côte d’ivoire,yopougon
Hebi,35.748,114.297,China,1565973.0,china,hebi
Shīrāz,29.61,52.5425,Iran,1565572.0,iran,shīrāz
Dushanbe,38.5367,68.78,Tajikistan,1564700.0,tajikistan,dushanbe
Madurai,9.9252,78.1198,India,1561129.0,india,madurai
Huzhou,30.8925,120.0875,China,1558826.0,china,huzhou
Harare,-17.8292,31.0522,Zimbabwe,1558823.0,zimbabwe,harare
Tabrīz,38.0817,46.2992,Iran,1558693.0,iran,tabrīz
Jamshedpur,22.7925,86.1842,India,1558000.0,india,jamshedpur
Baicheng,45.62,122.838,China,1551378.0,china,baicheng
San José,9.9325,-84.08,Costa Rica,1543000.0,costa rica,san josé
Shaoyang,32.912,119.8526,China,1542600.0,china,shaoyang
San Salvador,13.6989,-89.1914,El Salvador,1538525.0,el salvador,san salvador
Palembang,-2.9861,104.7556,Indonesia,1535952.0,indonesia,palembang
Kawasaki,35.5167,139.7,Japan,1531646.0,japan,kawasaki
Kōbe,34.69,135.1956,Japan,1521707.0,japan,kōbe
Jiaxing,30.747,120.756,China,1518654.0,china,jiaxing
Zhangjiajie,29.117,110.479,China,1517027.0,china,zhangjiajie
Baiyin,36.5451,104.1389,China,1512110.0,china,baiyin
Guiping,23.4,110.0833,China,1511011.0,china,guiping
Changshu,31.656,120.753,China,1510100.0,china,changshu
Jixi,45.295,130.969,China,1502060.0,china,jixi
Xushan,30.1667,121.2333,China,1502000.0,china,xushan
Lomé,6.1308,1.2153,Togo,1500000.0,togo,lomé
Niamey,13.515,2.1175,Niger,1496260.0,niger,niamey
Gwangju,35.1653,126.8486,"Korea, South",1490092.0,"korea, south",gwangju
Recife,-8.0539,-34.8808,Brazil,1488920.0,brazil,recife
Nāsik,19.9975,73.7898,India,1486053.0,india,nāsik
Abu Dhabi,24.4667,54.3667,United Arab Emirates,1483000.0,united arab emirates,abu dhabi
Onitsha,6.1667,6.7833,Nigeria,1483000.0,nigeria,onitsha
Amsterdam,52.3728,4.8936,Netherlands,1477213.0,netherlands,amsterdam
Vijayavāda,16.5193,80.6305,India,1476931.0,india,vijayavāda
Zapopan,20.7167,-103.4,Mexico,1476491.0,mexico,zapopan
Daejeon,36.35,127.385,"Korea, South",1475221.0,"korea, south",daejeon
Bronx,40.8501,-73.8662,United States,1472654.0,united states,bronx
Auckland,-36.8492,174.7653,New Zealand,1470100.0,new zealand,auckland
Yekaterinburg,56.8356,60.6128,Russia,1468833.0,russia,yekaterinburg
Wuwei,37.929,102.638,China,1464955.0,china,wuwei
Jinhua,29.079,119.647,China,1463990.0,china,jinhua
Kyōto,35.0117,135.7683,Japan,1463723.0,japan,kyōto
Pizhou,34.398,117.89,China,1458038.0,china,pizhou
Yangshe,31.8767,120.556,China,1447600.0,china,yangshe
Dakar,14.6726,-17.432,Senegal,1438725.0,senegal,dakar
Charlotte,35.2083,-80.8303,United States,1436613.0,united states,charlotte
Yucheng,30.01,103.0415,China,1434603.0,china,yucheng
Kayseri,38.7225,35.4875,Turkey,1434357.0,turkey,kayseri
Virginia Beach,36.7335,-76.0435,United States,1431821.0,united states,virginia beach
Rui’an,27.7833,120.625,China,1424667.0,china,rui’an
Muscat,23.6139,58.5922,Oman,1421409.0,oman,muscat
Kharkiv,49.9925,36.2311,Ukraine,1421125.0,ukraine,kharkiv
Pointe-Noire,-4.7975,11.8503,Congo (Brazzaville),1420612.0,congo (brazzaville),pointe-noire
Medina,24.47,39.61,Saudi Arabia,1411599.0,saudi arabia,medina
Sangereng,-6.2889,106.7181,Indonesia,1404785.0,indonesia,sangereng
Farīdābād,28.4211,77.3078,India,1404653.0,india,farīdābād
Sofia,42.6979,23.3217,Bulgaria,1404116.0,bulgaria,sofia
Ulaanbaatar,47.9214,106.9055,Mongolia,1396288.0,mongolia,ulaanbaatar
Adelaide,-34.9275,138.6,Australia,1387290.0,australia,adelaide
Prague,50.0875,14.4214,Czechia,1384732.0,czechia,prague
Wenling,28.3667,121.3667,China,1366794.0,china,wenling
Copenhagen,55.6805,12.5615,Denmark,1366301.0,denmark,copenhagen
Najafgarh,28.6125,76.9847,India,1365152.0,india,najafgarh
Lianjiang,21.7333,110.2833,China,1363470.0,china,lianjiang
Helsinki,60.1708,24.9375,Finland,1360075.0,finland,helsinki
Samsun,41.2903,36.3336,Turkey,1356079.0,turkey,samsun
Milan,45.4669,9.19,Italy,1354196.0,italy,milan
Antalya,36.8874,30.7075,Turkey,1344000.0,turkey,antalya
Santiago,19.4572,-70.6889,Dominican Republic,1343423.0,dominican republic,santiago
Chizhou,30.6654,117.4916,China,1342764.0,china,chizhou
Makassar,-5.1331,119.4136,Indonesia,1338663.0,indonesia,makassar
Porto Alegre,-30.0328,-51.23,Brazil,1332845.0,brazil,porto alegre
Huangshan,29.7149,118.3376,China,1330565.0,china,huangshan
Gaozhou,21.9244,110.8422,China,1328657.0,china,gaozhou
Barranquilla,10.9833,-74.8019,Colombia,1326588.0,colombia,barranquilla
Al Başrah,30.515,47.81,Iraq,1326564.0,iraq,al başrah
Benxi,41.3039,123.7649,China,1326018.0,china,benxi
Saitama,35.8614,139.6456,Japan,1325843.0,japan,saitama
Ahvāz,31.3047,48.6783,Iran,1325000.0,iran,ahvāz
Guarulhos,-23.4667,-46.5333,Brazil,1324781.0,brazil,guarulhos
Leizhou,20.9143,110.0967,China,1321091.0,china,leizhou
Juárez,31.745,-106.485,Mexico,1321004.0,mexico,juárez
Mandalay,21.9831,96.0844,Burma,1319452.0,burma,mandalay
Yangquan,37.8571,113.5804,China,1318505.0,china,yangquan
Fuqing,25.7167,119.3833,China,1316000.0,china,fuqing
Xintai,35.909,117.768,China,1315942.0,china,xintai
Wusong,30.945,117.811,China,1311726.0,china,wusong
Tongling,30.9456,117.8114,China,1311726.0,china,tongling
Calgary,51.05,-114.0667,Canada,1306784.0,canada,calgary
Meerut,28.98,77.71,India,1305429.0,india,meerut
Jacksonville,30.3322,-81.6749,United States,1303156.0,united states,jacksonville
Kuaidamao,41.7283,125.9397,China,1302778.0,china,kuaidamao
Huazhou,21.664,110.6396,China,1291668.0,china,huazhou
Milwaukee,43.0642,-87.9675,United States,1290221.0,united states,milwaukee
Wuzhong,37.9978,106.1986,China,1284000.0,china,wuzhong
Belém,-1.4558,-48.5039,Brazil,1280614.0,brazil,belém
Cacuaco,-8.8053,13.2444,Angola,1279488.0,angola,cacuaco
Rosario,-32.9575,-60.6394,Argentina,1276000.0,argentina,rosario
Tangier,35.7767,-5.8039,Morocco,1275428.0,morocco,tangier
Antananarivo,-18.91,47.525,Madagascar,1275207.0,madagascar,antananarivo
Canagatan,18.0,121.8,Philippines,1273219.0,philippines,canagatan
Soweto,-26.2678,27.8585,South Africa,1271628.0,south africa,soweto
Providence,41.823,-71.4187,United States,1270529.0,united states,providence
Xiantao,30.328,113.443,China,1268715.0,china,xiantao
Jabalpur,23.1667,79.9333,India,1267564.0,india,jabalpur
Huaiyin,33.5819,119.028,China,1264000.0,china,huaiyin
Yutan,28.278,112.552,China,1263332.0,china,yutan
Kazan,55.7964,49.1089,Russia,1259173.0,russia,kazan
Bagam,1.13,104.0531,Indonesia,1256610.0,indonesia,bagam
Dayan,26.8552,100.2259,China,1253878.0,china,dayan
Comayagüela,14.098,-87.21,Honduras,1250000.0,honduras,comayagüela
Brussels,50.8467,4.3525,Belgium,1249597.0,belgium,brussels
Laiwu,36.1833,117.6667,China,1248636.0,china,laiwu
Huazhou,32.688,112.087,China,1247807.0,china,huazhou
Sharjah,25.3575,55.3908,United Arab Emirates,1247749.0,united arab emirates,sharjah
Kalyān,19.24,73.13,India,1246381.0,india,kalyān
Rucheng,32.246,120.591,China,1241700.0,china,rucheng
Barquisimeto,10.0636,-69.3347,Venezuela,1240714.0,venezuela,barquisimeto
Yongcheng,33.9299,116.45,China,1240382.0,china,yongcheng
Sumedang,-6.84,107.9208,Indonesia,1240000.0,indonesia,sumedang
Cần Thơ,10.0333,105.7833,Vietnam,1237300.0,vietnam,cần thơ
Suwon,37.2667,127.0167,"Korea, South",1234300.0,"korea, south",suwon
Yiwu,29.3069,120.0753,China,1234015.0,china,yiwu
Vasai-Virar,19.47,72.8,India,1221233.0,india,vasai-virar
Campinas,-22.9009,-47.0573,Brazil,1213792.0,brazil,campinas
Dadukou,26.5824,101.7184,China,1212203.0,china,dadukou
Lingcheng,22.708,110.354,China,1211637.0,china,lingcheng
Shuangyashan,46.6762,131.1416,China,1208803.0,china,shuangyashan
Nizhniy Novgorod,56.3269,44.0075,Russia,1204985.0,russia,nizhniy novgorod
Pānīpat,29.3875,76.97,India,1202811.0,india,pānīpat
Qom,34.64,50.8764,Iran,1201158.0,iran,qom
Mombasa,-4.05,39.6667,Kenya,1200000.0,kenya,mombasa
Hargeysa,9.56,44.065,Somalia,1200000.0,somalia,hargeysa
Baidoa,3.1167,43.65,Somalia,1200000.0,somalia,baidoa
Vārānasi,25.3189,83.0128,India,1198491.0,india,vārānasi
Hiroshima,34.3914,132.4519,Japan,1198021.0,japan,hiroshima
Chiang Mai,18.7953,98.9986,Thailand,1198000.0,thailand,chiang mai
Belgrade,44.8178,20.4569,Serbia,1197714.0,serbia,belgrade
Maiduguri,11.8372,13.1542,Nigeria,1197497.0,nigeria,maiduguri
Kalleli,9.2807,76.8697,India,1197412.0,india,kalleli
Batam Centre,1.1272,104.0556,Indonesia,1196396.0,indonesia,batam centre
Pingdu,36.7769,119.9884,China,1191348.0,china,pingdu
Rongcheng,26.218,104.103,China,1189813.0,china,rongcheng
Mbandaka,0.0478,18.2558,Congo (Kinshasa),1187837.0,congo (kinshasa),mbandaka
Xinyu,27.8186,114.9167,China,1186700.0,china,xinyu
Doha,25.2867,51.5333,Qatar,1186023.0,qatar,doha
Shymkent,42.3167,69.5958,Kazakhstan,1184113.0,kazakhstan,shymkent
Tripoli,32.8872,13.1914,Libya,1183000.0,libya,tripoli
Srīnagar,34.09,74.79,India,1180570.0,india,srīnagar
Nashville,36.1715,-86.7842,United States,1178679.0,united states,nashville
Chelyabinsk,55.1547,61.3758,Russia,1177058.0,russia,chelyabinsk
Aurangābād,19.88,75.32,India,1175116.0,india,aurangābād
Cilacap,-7.7167,109.017,Indonesia,1174964.0,indonesia,cilacap
Xinhualu,34.3964,113.7402,China,1172237.0,china,xinhualu
Salt Lake City,40.7776,-111.9311,United States,1169033.0,united states,salt lake city
Guankou,28.1637,113.6433,China,1168056.0,china,guankou
Bandar Lampung,-5.45,105.2667,Indonesia,1166761.0,indonesia,bandar lampung
Dhanbād,23.7998,86.4305,India,1162472.0,india,dhanbād
Nay Pyi Taw,19.7475,96.115,Burma,1160242.0,burma,nay pyi taw
Aba,5.1167,7.3667,Nigeria,1160000.0,nigeria,aba
Jingling,30.664,113.167,China,1158640.0,china,jingling
Zhuji,29.7167,120.2333,China,1157938.0,china,zhuji
Tegucigalpa,14.1057,-87.204,Honduras,1157509.0,honduras,tegucigalpa
Kigali,-1.9536,30.0606,Rwanda,1156663.0,rwanda,kigali
Samara,53.2028,50.1408,Russia,1156659.0,russia,samara
Yingtan,28.2721,117.0395,China,1154223.0,china,yingtan
Edmonton,53.5344,-113.4903,Canada,1151635.0,canada,edmonton
Raleigh,35.8324,-78.6429,United States,1150010.0,united states,raleigh
Bishkek,42.8667,74.5667,Kyrgyzstan,1145044.0,kyrgyzstan,bishkek
Bujumbura,-3.3833,29.3667,Burundi,1143202.0,burundi,bujumbura
Guyuan,36.01,106.257,China,1142142.0,china,guyuan
Leiyang,26.4223,112.8598,China,1140675.0,china,leiyang
Krasnodar,45.0333,38.9667,Russia,1138654.0,russia,krasnodar
Rostov,47.2225,39.71,Russia,1135968.0,russia,rostov
Maputo,-25.9153,32.5764,Mozambique,1133200.0,mozambique,maputo
Bukavu,-2.5061,28.8608,Congo (Kinshasa),1133000.0,congo (kinshasa),bukavu
Amritsar,31.64,74.86,India,1132383.0,india,amritsar
Shagamu,6.8333,3.65,Nigeria,1132270.0,nigeria,shagamu
Alīgarh,27.88,78.08,India,1131160.0,india,alīgarh
Zhangye,38.9248,100.4499,China,1131016.0,china,zhangye
Ufa,54.7261,55.9475,Russia,1128787.0,russia,ufa
Santo Domingo,18.4764,-69.8933,Dominican Republic,1128678.0,dominican republic,santo domingo
Ulsan,35.55,129.3167,"Korea, South",1127553.0,"korea, south",ulsan
Rongcheng,29.8402,112.9048,China,1120822.0,china,rongcheng
Tbilisi,41.7225,44.7925,Georgia,1118035.0,georgia,tbilisi
Guwāhāti,26.1722,91.7458,India,1116267.0,india,guwāhāti
Fès,34.0433,-5.0033,Morocco,1112072.0,morocco,fès
Yingchuan,34.142,113.489,China,1109782.0,china,yingchuan
Ninh Bình,20.25,105.8333,Vietnam,1106913.0,vietnam,ninh bình
Yerevan,40.1814,44.5144,Armenia,1106300.0,armenia,yerevan
Mwanza,-2.5167,32.9,Tanzania,1104521.0,tanzania,mwanza
Omsk,54.9833,73.3667,Russia,1104485.0,russia,omsk
Mexicali,32.6633,-115.4678,Mexico,1102342.0,mexico,mexicali
Sevilla,37.39,-5.99,Spain,1100000.0,spain,sevilla
Ikare,7.5167,5.75,Nigeria,1099931.0,nigeria,ikare
Dingzhou,38.516,114.99,China,1095986.0,china,dingzhou
Tamale,9.4075,-0.8533,Ghana,1095808.0,ghana,tamale
Yuyao,30.05,121.15,China,1095000.0,china,yuyao
Goiânia,-16.6806,-49.2564,Brazil,1093007.0,brazil,goiânia
Krasnoyarsk,56.0089,92.8719,Russia,1092851.0,russia,krasnoyarsk
Cologne,50.9364,6.9528,Germany,1087353.0,germany,cologne
Ubungo,-6.7889,39.2056,Tanzania,1086912.0,tanzania,ubungo
Yicheng,31.36,119.815,China,1082929.0,china,yicheng
Richmond,37.5295,-77.4756,United States,1081248.0,united states,richmond
Kisangani,0.5167,25.2,Congo (Kinshasa),1081000.0,congo (kinshasa),kisangani
Ezhou,30.3914,114.8949,China,1079353.0,china,ezhou
Astana,51.1472,71.4222,Kazakhstan,1078362.0,kazakhstan,astana
Zhufeng,36.0,119.4167,China,1078178.0,china,zhufeng
Nezahualcóyotl,19.4081,-99.0186,Mexico,1077208.0,mexico,nezahualcóyotl
Nouakchott,18.0858,-15.9785,Mauritania,1077169.0,mauritania,nouakchott
Hāora,22.58,88.3294,India,1077075.0,india,hāora
Tongjin,37.2333,127.2,"Korea, South",1076369.0,"korea, south",tongjin
Rānchi,23.36,85.33,India,1073440.0,india,rānchi
Ciudad Nezahualcóyotl,19.4006,-99.0148,Mexico,1072676.0,mexico,ciudad nezahualcóyotl
Gwalior,26.2125,78.1775,India,1069276.0,india,gwalior
Ottawa,45.4247,-75.695,Canada,1068821.0,canada,ottawa
Haicheng,40.8824,122.6852,China,1067905.0,china,haicheng
Jianguang,28.1958,115.7833,China,1065641.0,china,jianguang
Goyang,37.65,126.8,"Korea, South",1061929.0,"korea, south",goyang
Sendai,38.2682,140.8694,Japan,1061177.0,japan,sendai
Xibeijie,39.7334,98.4943,China,1055706.0,china,xibeijie
Chandīgarh,30.75,76.78,India,1055450.0,india,chandīgarh
Voronezh,51.6717,39.2106,Russia,1051995.0,russia,voronezh
Managua,12.1364,-86.2514,Nicaragua,1051236.0,nicaragua,managua
Zhongwei,37.5002,105.1968,China,1046000.0,china,zhongwei
Jiancheng,30.38,104.53,China,1045900.0,china,jiancheng
Mersin,36.8,34.6333,Turkey,1040507.0,turkey,mersin
Shouguang,36.857,118.791,China,1039205.0,china,shouguang
Liangshi,27.26,111.7442,China,1038416.0,china,liangshi
São Luís,-2.53,-44.3028,Brazil,1037775.0,brazil,são luís
Jodhpur,26.28,73.02,India,1033918.0,india,jodhpur
Memphis,35.1087,-89.9663,United States,1033394.0,united states,memphis
Matola,-25.9667,32.4667,Mozambique,1032197.0,mozambique,matola
Ogbomoso,8.1333,4.25,Nigeria,1032000.0,nigeria,ogbomoso
Sanya,18.2533,109.5036,China,1031396.0,china,sanya
Rangapukur,25.5206,89.2147,Bangladesh,1031388.0,bangladesh,rangapukur
Ashgabat,37.9375,58.38,Turkmenistan,1030063.0,turkmenistan,ashgabat
Enugu,6.5,7.5,Nigeria,1029400.0,nigeria,enugu
Linhai,28.85,121.1167,China,1028813.0,china,linhai
Perm,58.0,56.3167,Russia,1026908.0,russia,perm
Shubrā al Khaymah,30.1286,31.2422,Egypt,1025569.0,egypt,shubrā al khaymah
Monrovia,6.3133,-10.8014,Liberia,1021762.0,liberia,monrovia
Islamabad,33.6931,73.0639,Pakistan,1014825.0,pakistan,islamabad
Xinyi,22.3549,110.9468,China,1013900.0,china,xinyi
Thủ Đức,10.8266,106.7609,Vietnam,1013795.0,vietnam,thủ đức
Āqchah,36.9114,66.1858,Afghanistan,1012000.0,afghanistan,āqchah
Odesa,46.492,30.7081,Ukraine,1010537.0,ukraine,odesa
Raipur,21.2444,81.6306,India,1010087.0,india,raipur
Namangan,41.0011,71.6683,Uzbekistan,1010000.0,uzbekistan,namangan
Changwon,35.2708,128.6631,"Korea, South",1009998.0,"korea, south",changwon
Arequipa,-16.3989,-71.5369,Peru,1008290.0,peru,arequipa
Tshikapa,-6.4167,20.8,Congo (Kinshasa),1006387.0,congo (kinshasa),tshikapa
Volgograd,48.7086,44.5147,Russia,1004763.0,russia,volgograd
Morelia,19.7683,-101.1894,Mexico,1002461.0,mexico,morelia
Kota,25.18,75.83,India,1001694.0,india,kota
Quetta,30.1833,67.0,Pakistan,1001205.0,pakistan,quetta
Oklahoma City,35.4676,-97.5136,United States,1000207.0,united states,oklahoma city
Domaa-Ahenkro,7.2739,-2.8735,Ghana,1000000.0,ghana,domaa-ahenkro
Bareilly,28.3667,79.4306,India,1000000.0,india,bareilly
Liaoyuan,42.888,125.1447,China,996903.0,china,liaoyuan
Stockholm,59.3275,18.0547,Sweden,995574.0,sweden,stockholm
Bordeaux,44.84,-0.58,France,994920.0,france,bordeaux
Taixing,32.159,120.029,China,990200.0,china,taixing
Lilongwe,-13.9669,33.7873,Malawi,989318.0,malawi,lilongwe
Port-au-Prince,18.5425,-72.3386,Haiti,987310.0,haiti,port-au-prince
Esenyurt,41.0342,28.68,Turkey,983571.0,turkey,esenyurt
Pekanbaru,0.5092,101.4453,Indonesia,983356.0,indonesia,pekanbaru
Bogor,-6.5966,106.7972,Indonesia,982469.0,indonesia,bogor
Ciudad Guayana,8.3667,-62.65,Venezuela,978202.0,venezuela,ciudad guayana
Chiba,35.6073,140.1064,Japan,975014.0,japan,chiba
Kirkuk,35.4667,44.4,Iraq,975000.0,iraq,kirkuk
Shuizhai,33.4658,114.8753,China,973197.0,china,shuizhai
Qianxi,27.0087,106.0323,China,970700.0,china,qianxi
Hartford,41.7661,-72.6834,United States,969171.0,united states,hartford
Dnipro,48.4675,35.04,Ukraine,968502.0,ukraine,dnipro
Baishan,41.944,126.4147,China,968373.0,china,baishan
Nārāyanganj,23.6167,90.5,Bangladesh,967951.0,bangladesh,nārāyanganj
Gqeberha,-33.9581,25.6,South Africa,967677.0,south africa,gqeberha
Huilong,31.87,121.703,China,967313.0,china,huilong
